city,state,Populacao_Estimada,Porcentagem_Populacao_Confirmado,Confirmados_Acumulado,Obitos_Acumulados,Taxa_Mortalidade,Taxa_Letalidade,Confirmacao_Dia,Obitos_Dia
Carrancas,MG,4049,8.30,336,9,0.22,2.67,0,0
Carvalhos,MG,4461,4.10,183,2,0.04,1.09,0,0
Carvalhópolis,MG,3597,5.23,188,3,0.08,1.59,0,0
Casa Grande,MG,2254,3.24,73,4,0.18,5.41,0,0
Cascalho Rico,MG,3092,3.85,119,4,0.13,3.33,0,0
Cataguases,MG,75540,9.35,7063,231,0.31,3.27,25,0
Catas Altas,MG,5421,8.93,484,12,0.22,2.47,1,0
Catas Altas da Noruega,MG,3653,2.71,99,4,0.11,4.00,0,0
Catuji,MG,6257,7.91,495,4,0.06,0.81,0,0
Catuti,MG,4965,3.85,191,4,0.08,2.08,0,0
Caxambu,MG,21610,6.80,1469,28,0.13,1.90,10,0
Cedro do Abaeté,MG,1157,1.90,22,0,0.00,0.00,1,0
Central de Minas,MG,7046,9.65,680,29,0.41,4.26,0,0
Centralina,MG,10346,9.13,945,40,0.39,4.23,10,2
Chalé,MG,5699,10.96,625,9,0.16,1.44,6,0
Chapada Gaúcha,MG,13953,5.83,814,7,0.05,0.86,11,0
Chapada do Norte,MG,15345,1.14,175,3,0.02,1.70,0,0
Chiador,MG,2671,11.56,309,7,0.26,2.26,1,0
Chácara,MG,3186,6.68,213,9,0.28,4.21,0,0
Cipotânea,MG,6799,6.29,428,17,0.25,3.96,3,0
Claraval,MG,4853,9.44,458,2,0.04,0.44,4,0
Claro dos Poções,MG,7514,5.22,392,9,0.12,2.29,2,0
Cláudio,MG,28859,12.72,3670,57,0.20,1.55,0,0
Coimbra,MG,7594,6.73,511,8,0.11,1.56,0,0
Coluna,MG,8841,3.66,324,6,0.07,1.85,2,0
Comendador Gomes,MG,3120,11.31,353,4,0.13,1.13,1,0
Comercinho,MG,6774,3.63,246,6,0.09,2.43,2,0
Conceição da Aparecida,MG,10322,4.59,474,10,0.10,2.11,6,0
Conceição da Barra de Minas,MG,3946,5.07,200,2,0.05,1.00,0,0
Conceição das Alagoas,MG,28346,13.93,3948,122,0.43,3.09,2,0
Conceição das Pedras,MG,2813,5.12,144,2,0.07,1.38,0,0
Conceição de Ipanema,MG,4578,7.56,346,2,0.04,0.58,1,0
Conceição do Mato Dentro,MG,17503,15.88,2779,34,0.19,1.22,1,0
Conceição do Pará,MG,5533,5.28,292,8,0.14,2.73,2,0
Conceição do Rio Verde,MG,13684,7.80,1067,16,0.12,1.50,6,0
Conceição dos Ouros,MG,11748,7.80,916,31,0.26,3.38,7,0
Confins,MG,6800,6.93,471,11,0.16,2.33,0,0
Congonhal,MG,12082,8.48,1025,22,0.18,2.14,18,0
Congonhas,MG,55309,13.23,7320,89,0.16,1.22,0,0
Congonhas do Norte,MG,5046,1.90,96,2,0.04,2.06,0,0
Conquista,MG,6969,8.06,562,10,0.14,1.78,9,0
Conselheiro Lafaiete,MG,129606,10.12,13119,247,0.19,1.88,49,0
Conselheiro Pena,MG,22949,7.01,1608,27,0.12,1.68,39,0
Consolação,MG,1784,2.91,52,3,0.17,5.66,0,0
Contagem,MG,668949,5.62,37622,1609,0.24,4.28,223,9
Coqueiral,MG,9128,6.97,636,19,0.21,2.98,4,0
Coração de Jesus,MG,26611,2.30,613,17,0.06,2.77,9,0
Cordisburgo,MG,8897,3.92,349,11,0.12,3.14,0,0
Cordislândia,MG,3542,4.63,164,2,0.06,1.21,1,0
Corinto,MG,23668,4.76,1126,42,0.18,3.73,13,0
Coroaci,MG,9943,4.26,424,9,0.09,2.12,0,0
Coromandel,MG,27966,7.05,1972,92,0.33,4.66,0,0
Coronel Fabriciano,MG,110290,11.59,12785,306,0.28,2.39,0,2
Coronel Murta,MG,9215,2.52,232,5,0.05,2.15,0,0
Coronel Pacheco,MG,3090,6.34,196,10,0.32,5.08,0,0
Coronel Xavier Chaves,MG,3441,8.57,295,4,0.12,1.35,6,0
Couto de Magalhães de Minas,MG,4423,1.83,81,2,0.05,2.44,0,0
Cristais,MG,12931,9.96,1288,24,0.19,1.86,4,0
Cristiano Otoni,MG,5156,8.20,423,14,0.27,3.30,0,0
Cristina,MG,10226,4.71,482,6,0.06,1.24,1,0
Cristália,MG,5982,4.95,296,1,0.02,0.34,10,0
Crisólita,MG,6760,3.27,221,3,0.04,1.35,0,0
Crucilândia,MG,5054,6.75,341,3,0.06,0.88,23,0
Cruzeiro da Fortaleza,MG,3639,6.92,252,6,0.16,2.37,0,0
Cruzília,MG,15474,7.28,1126,32,0.21,2.84,5,0
Cuparaque,MG,5005,8.89,445,5,0.10,1.12,0,0
Curral de Dentro,MG,7799,7.33,572,9,0.12,1.57,0,0
Curvelo,MG,80616,5.60,4513,236,0.29,5.23,10,0
Cássia,MG,17740,6.88,1220,42,0.24,3.44,10,1
Córrego Danta,MG,3191,4.89,156,6,0.19,3.82,0,0
Córrego Fundo,MG,6382,9.38,599,6,0.09,1.00,1,0
Córrego Novo,MG,2728,10.22,279,11,0.40,3.93,0,1
Córrego do Bom Jesus,MG,3694,11.26,416,7,0.19,1.68,0,0
Cônego Marinho,MG,7686,1.31,101,2,0.03,1.96,0,0
Datas,MG,5421,8.61,467,11,0.20,2.35,1,0
Delfim Moreira,MG,8016,5.36,430,21,0.26,4.87,1,0
Delfinópolis,MG,7131,5.24,374,6,0.08,1.60,5,0
Delta,MG,10768,11.90,1282,23,0.21,1.79,0,0
Descoberto,MG,5029,7.18,361,6,0.12,1.66,0,0
Desterro de Entre Rios,MG,7255,4.82,350,10,0.14,2.85,1,0
Desterro do Melo,MG,2884,4.19,121,0,0.00,0.00,0,0
Diamantina,MG,47825,7.66,3663,60,0.13,1.64,25,0
Diogo de Vasconcelos,MG,3790,3.03,115,0,0.00,0.00,0,0
Dionísio,MG,7609,4.52,344,12,0.16,3.48,0,0
Divino,MG,19976,6.51,1300,29,0.15,2.23,4,0
Divino das Laranjeiras,MG,4974,5.53,275,12,0.24,4.35,1,0
Divinolândia de Minas,MG,7614,4.03,307,7,0.09,2.27,5,0
Divinésia,MG,3424,8.03,275,8,0.23,2.90,1,0
Divinópolis,MG,240408,6.04,14527,466,0.19,3.21,138,2
Divisa Alegre,MG,6868,4.88,335,10,0.15,2.98,0,0
Divisa Nova,MG,6025,7.77,468,13,0.22,2.77,2,0
Divisópolis,MG,11211,3.92,440,5,0.04,1.13,7,0
Dom Bosco,MG,3655,6.73,246,7,0.19,2.83,1,0
Dom Cavati,MG,5048,10.10,510,19,0.38,3.72,0,1
Dom Joaquim,MG,4451,13.66,608,6,0.13,0.99,0,0
Dom Silvério,MG,5232,6.94,363,14,0.27,3.85,2,1
Dom Viçoso,MG,2997,5.94,178,2,0.07,1.12,0,0
Dona Euzébia,MG,6619,13.56,898,12,0.18,1.33,5,0
Dores de Campos,MG,10223,10.23,1046,33,0.32,3.15,2,0
Dores de Guanhães,MG,5154,4.66,240,8,0.16,3.32,1,0
Dores do Indaiá,MG,13427,8.22,1104,14,0.10,1.27,9,0
Dores do Turvo,MG,4230,3.45,146,9,0.21,6.12,0,0
Doresópolis,MG,1533,6.45,99,1,0.07,1.00,0,0
Douradoquara,MG,1912,4.60,88,3,0.16,3.37,0,0
Durandé,MG,7870,13.62,1072,6,0.08,0.56,17,0
Elói Mendes,MG,28320,8.53,2415,40,0.14,1.66,25,1
Engenheiro Caldas,MG,11202,6.32,708,28,0.25,3.95,2,0
Engenheiro Navarro,MG,7241,2.75,199,6,0.08,3.00,0,0
Entre Folhas,MG,5377,7.21,388,9,0.17,2.31,1,0
Entre Rios de Minas,MG,15380,4.26,655,17,0.11,2.59,2,0
Ervália,MG,18958,6.64,1258,26,0.14,2.07,0,0
Esmeraldas,MG,71551,3.28,2345,111,0.16,4.73,11,0
Espera Feliz,MG,25122,9.35,2350,36,0.14,1.53,4,0
Espinosa,MG,31610,4.22,1333,33,0.10,2.47,2,0
Espírito Santo do Dourado,MG,4710,7.47,352,14,0.30,3.97,0,0
Estiva,MG,11386,9.20,1048,19,0.17,1.81,42,0
Estrela Dalva,MG,2325,6.75,157,7,0.30,4.43,0,0
Estrela do Indaiá,MG,3491,1.63,57,0,0.00,0.00,1,0
Estrela do Sul,MG,8018,5.26,422,12,0.15,2.84,2,0
Eugenópolis,MG,11330,10.22,1158,18,0.16,1.55,0,1
Ewbank da Câmara,MG,3923,7.49,294,5,0.13,1.69,0,0
Extrema,MG,36951,20.82,7694,117,0.32,1.52,0,0
Fama,MG,2376,3.66,87,0,0.00,0.00,0,0
Faria Lemos,MG,3221,5.93,191,4,0.12,2.08,0,0
Felisburgo,MG,7504,6.50,488,12,0.16,2.45,3,0
Felixlândia,MG,15433,6.27,967,21,0.14,2.17,13,0
Felício dos Santos,MG,4704,3.83,180,3,0.06,1.66,4,1
Fernandes Tourinho,MG,3466,3.37,117,12,0.35,10.17,0,0
Ferros,MG,9696,4.44,431,9,0.09,2.08,0,0
Fervedouro,MG,11054,9.53,1053,15,0.14,1.42,3,0
Florestal,MG,7533,3.82,288,12,0.16,4.15,0,0
Formiga,MG,67822,12.67,8590,150,0.22,1.75,32,2
Formoso,MG,9688,2.35,228,5,0.05,2.18,0,0
Fortaleza de Minas,MG,4437,5.27,234,7,0.16,2.98,0,0
Fortuna de Minas,MG,2967,4.04,120,2,0.07,1.65,0,0
Francisco Badaró,MG,10321,1.21,125,3,0.03,2.38,0,0
Francisco Dumont,MG,5242,2.90,152,6,0.11,3.92,0,0
Francisco Sá,MG,26369,3.39,893,40,0.15,4.47,28,0
Franciscópolis,MG,5338,4.12,220,3,0.06,1.36,5,0
Frei Gaspar,MG,5869,9.06,532,9,0.15,1.69,3,0
Frei Inocêncio,MG,9664,6.96,673,22,0.23,3.26,6,0
Frei Lagonegro,MG,3487,3.56,124,3,0.09,2.40,0,0
Fronteira,MG,18492,9.34,1728,50,0.27,2.89,14,0
Fronteira dos Vales,MG,4561,6.25,285,10,0.22,3.50,0,0
Fruta de Leite,MG,5299,2.13,113,2,0.04,1.75,0,0
Frutal,MG,60012,11.13,6681,193,0.32,2.89,67,2
Funilândia,MG,4392,4.83,212,5,0.11,2.35,3,0
Galiléia,MG,6790,7.08,481,18,0.27,3.73,0,0
Gameleiras,MG,5096,5.55,283,5,0.10,1.76,2,0
Glaucilândia,MG,3164,4.90,155,7,0.22,4.49,8,0
Goiabeira,MG,3378,6.24,211,6,0.18,2.83,3,0
Goianá,MG,3990,6.99,279,5,0.13,1.79,0,0
Gonzaga,MG,6171,5.75,355,11,0.18,3.09,0,0
Gonçalves,MG,4355,5.90,257,5,0.11,1.94,0,0
Gouveia,MG,11818,4.84,572,28,0.24,4.89,16,0
Governador Valadares,MG,281046,9.62,27025,1110,0.39,4.11,26,1
Grupiara,MG,1387,6.12,85,1,0.07,1.16,0,0
Grão Mogol,MG,15890,3.72,591,8,0.05,1.35,0,0
Guanhães,MG,34573,7.84,2709,35,0.10,1.29,10,2
Guapé,MG,14258,6.37,908,26,0.18,2.86,4,0
Guaraciaba,MG,10315,5.32,549,29,0.28,5.27,0,0
Guaraciama,MG,4989,3.29,164,4,0.08,2.42,1,0
Guarani,MG,8918,9.43,841,5,0.06,0.59,8,0
Guaranésia,MG,19017,7.76,1476,25,0.13,1.69,37,0
Guarará,MG,3775,13.85,523,18,0.48,3.44,0,0
Guarda-Mor,MG,6569,8.63,567,11,0.17,1.94,1,0
Guaxupé,MG,52078,9.50,4947,104,0.20,2.10,31,0
Guidoval,MG,7051,9.80,691,17,0.24,2.46,2,0
Guimarânia,MG,8105,10.99,891,13,0.16,1.46,5,0
Guiricema,MG,8343,9.04,754,30,0.36,3.97,1,0
Gurinhatã,MG,5577,4.68,261,4,0.07,1.53,1,0
Heliodora,MG,6591,7.92,522,11,0.17,2.10,16,0
Iapu,MG,11045,7.63,843,30,0.27,3.55,1,0
Ibertioga,MG,5010,3.99,200,7,0.14,3.48,0,0
Ibiaí,MG,8437,3.33,281,7,0.08,2.48,0,0
Ibiracatu,MG,5369,3.52,189,2,0.04,1.05,0,0
Ibiraci,MG,13986,6.26,875,21,0.15,2.40,1,0
Ibirité,MG,182153,4.70,8568,331,0.18,3.86,13,1
Ibitiúra de Minas,MG,3492,12.80,447,3,0.09,0.67,2,0
Ibituruna,MG,2996,9.34,280,1,0.03,0.36,1,0
Ibiá,MG,25358,8.26,2094,40,0.16,1.91,0,0
Icaraí de Minas,MG,12097,2.21,267,3,0.02,1.12,0,0
Igarapé,MG,43817,5.88,2578,78,0.18,3.02,0,0
Igaratinga,MG,11005,7.86,865,13,0.12,1.50,0,0
Iguatama,MG,7923,6.36,504,8,0.10,1.58,0,1
Ijaci,MG,6610,5.22,345,9,0.14,2.60,0,1
Ilicínea,MG,12444,5.63,701,23,0.18,3.28,1,0
Imbé de Minas,MG,6940,4.28,297,6,0.09,2.01,0,0
Inconfidentes,MG,7358,5.64,415,8,0.11,1.92,1,0
Indaiabira,MG,7339,3.41,250,1,0.01,0.40,0,0
Indianópolis,MG,6951,8.13,565,5,0.07,0.88,8,0
Ingaí,MG,2776,5.04,140,4,0.14,2.84,1,0
Inhapim,MG,24079,7.98,1921,58,0.24,3.02,3,0
Inhaúma,MG,6312,10.19,643,19,0.30,2.95,6,0
Inimutaba,MG,7560,6.77,512,13,0.17,2.53,1,0
Ipaba,MG,18769,9.14,1716,41,0.22,2.39,6,0
Ipanema,MG,20000,12.82,2565,54,0.27,2.10,14,7
Ipatinga,MG,265409,11.36,30148,808,0.30,2.68,54,8
Ipiaçu,MG,4225,8.33,352,6,0.14,1.70,0,0
Ipuiúna,MG,10118,12.18,1233,37,0.37,3.00,4,0
Iraí de Minas,MG,7027,10.27,722,13,0.18,1.80,25,0
Itabira,MG,120904,14.98,18108,351,0.29,1.94,21,1
Itabirinha,MG,11576,9.19,1064,33,0.29,3.10,0,0
Itabirito,MG,52446,22.43,11763,124,0.24,1.05,31,3
Itacambira,MG,5417,2.60,141,3,0.06,2.11,1,0
Itacarambi,MG,18164,2.81,510,12,0.07,2.35,8,1
Itaguara,MG,13435,13.72,1843,28,0.21,1.52,22,0
Itaipé,MG,12836,2.80,360,5,0.04,1.39,0,0
Itajubá,MG,97334,8.69,8463,373,0.38,4.41,48,0
Itamarandiba,MG,34936,3.87,1351,18,0.05,1.33,9,0
Itamarati de Minas,MG,4375,9.80,429,4,0.09,0.93,0,0
Itambacuri,MG,23209,3.21,746,24,0.10,3.21,0,0
Itambé do Mato Dentro,MG,2056,5.15,106,4,0.19,3.74,0,0
Itamogi,MG,10157,10.58,1075,37,0.36,3.44,2,0
Itamonte,MG,15714,12.26,1927,38,0.24,1.97,2,0
Itanhandu,MG,15423,13.73,2117,56,0.36,2.64,7,0
Itanhomi,MG,12244,6.10,747,20,0.16,2.67,1,0
Itaobim,MG,21029,7.36,1547,38,0.18,2.45,10,0
Itapagipe,MG,15379,9.90,1523,37,0.24,2.43,9,0
Itapecerica,MG,21761,6.02,1310,29,0.13,2.21,10,0
Itapeva,MG,9881,15.56,1538,33,0.33,2.14,6,0
Itatiaiuçu,MG,11252,5.01,564,30,0.27,5.31,0,0
Itaverava,MG,5369,1.73,93,3,0.06,3.19,0,0
Itaú de Minas,MG,16199,11.78,1909,27,0.17,1.41,18,0
Itaúna,MG,93847,11.34,10647,203,0.22,1.91,39,4
Itinga,MG,15022,1.70,256,12,0.08,4.67,1,0
Itueta,MG,6063,16.94,1027,3,0.05,0.29,4,0
Ituiutaba,MG,105255,12.06,12695,313,0.30,2.47,62,0
Itumirim,MG,6000,3.63,218,4,0.07,1.83,0,0
Iturama,MG,39690,12.21,4846,191,0.48,3.94,21,1
Itutinga,MG,3768,3.61,136,2,0.05,1.46,1,0
Jaboticatubas,MG,20418,7.65,1563,37,0.18,2.37,7,0
Jacinto,MG,12323,7.88,971,18,0.15,1.85,13,0
Jacutinga,MG,26264,7.68,2018,39,0.15,1.93,12,0
Jacuí,MG,7691,10.23,787,22,0.29,2.79,0,5
Jaguaraçu,MG,3142,13.14,413,11,0.35,2.66,0,0
Jampruca,MG,5429,4.27,232,5,0.09,2.15,0,0
Janaúba,MG,72018,6.31,4541,95,0.13,2.09,38,0
Januária,MG,67852,3.67,2488,56,0.08,2.25,84,0
Japaraíba,MG,4384,7.30,320,4,0.09,1.25,0,0
Japonvar,MG,7982,3.13,250,1,0.01,0.40,0,0
Jaíba,MG,39388,5.25,2069,37,0.09,1.79,0,0
Jeceaba,MG,4852,6.08,295,7,0.14,2.36,1,0
Jenipapo de Minas,MG,7738,2.09,162,5,0.06,3.07,0,0
Jequeri,MG,12315,4.73,582,18,0.15,3.09,6,0
Jequitaí,MG,7468,3.84,287,9,0.12,3.13,0,0
Jequitibá,MG,5207,6.91,360,7,0.13,1.94,0,1
Jequitinhonha,MG,25474,5.56,1417,15,0.06,1.06,0,0
Jesuânia,MG,4780,4.94,236,8,0.17,3.38,0,0
Joanésia,MG,4476,8.11,363,15,0.34,4.12,0,0
Joaquim Felício,MG,4727,5.88,278,2,0.04,0.72,0,0
Joaíma,MG,15455,6.36,983,27,0.17,2.74,0,0
Jordânia,MG,10842,8.51,923,13,0.12,1.41,0,0
Josenópolis,MG,4889,8.47,414,3,0.06,0.72,0,0
José Gonçalves de Minas,MG,4487,1.65,74,0,0.00,0.00,0,0
José Raydan,MG,5050,4.97,251,1,0.02,0.40,0,0
João Monlevade,MG,80416,9.67,7779,198,0.25,2.54,28,0
João Pinheiro,MG,47726,8.70,4150,77,0.16,1.85,0,0
Juatuba,MG,27392,9.44,2587,70,0.26,2.70,9,1
Juiz de Fora,MG,573285,6.13,35156,1712,0.30,4.87,0,5
Juramento,MG,4345,3.89,169,2,0.05,1.18,1,0
Juruaia,MG,10681,9.75,1041,13,0.12,1.25,7,0
Juvenília,MG,5715,6.86,392,4,0.07,1.02,0,0
Ladainha,MG,18193,1.68,306,6,0.03,1.95,0,0
Lagamar,MG,7600,4.92,374,11,0.14,2.93,0,0
Lagoa Dourada,MG,13063,5.79,757,13,0.10,1.72,0,0
Lagoa Formosa,MG,18111,10.29,1863,55,0.30,2.95,2,1
Lagoa Grande,MG,9608,8.28,796,30,0.31,3.76,5,0
Lagoa Santa,MG,65657,8.06,5294,110,0.17,2.08,9,1
Lagoa da Prata,MG,52711,11.84,6242,117,0.22,1.87,47,0
Lagoa dos Patos,MG,4082,1.67,68,2,0.05,2.90,0,0
Lajinha,MG,19918,11.72,2334,37,0.19,1.58,20,0
Lambari,MG,20907,7.36,1538,34,0.16,2.21,11,0
Lamim,MG,3379,2.99,101,3,0.09,2.94,0,0
Laranjal,MG,6833,9.19,628,15,0.22,2.38,2,0
Lassance,MG,6503,5.89,383,4,0.06,1.04,0,0
Lavras,MG,104783,6.82,7151,115,0.11,1.61,66,6
Leandro Ferreira,MG,3226,7.93,256,6,0.19,2.33,0,0
Leme do Prado,MG,4920,3.21,158,3,0.06,1.89,4,0
Leopoldina,MG,52640,9.25,4868,119,0.23,2.44,20,0
Liberdade,MG,5031,4.09,206,6,0.12,2.90,2,0
Lima Duarte,MG,16724,4.72,789,46,0.28,5.82,-4,0
Limeira do Oeste,MG,7589,12.57,954,24,0.32,2.51,0,2
Lontra,MG,9714,4.37,425,9,0.09,2.11,0,0
Luisburgo,MG,6258,5.24,328,14,0.22,4.26,4,0
Luislândia,MG,6718,2.17,146,2,0.03,1.36,4,0
Luminárias,MG,5438,1.58,86,7,0.13,8.05,0,0
Luz,MG,18257,8.19,1495,31,0.17,2.07,10,0
Machacalis,MG,7111,8.23,585,9,0.13,1.54,4,0
Machado,MG,42413,9.03,3831,53,0.12,1.38,10,0
Madre de Deus de Minas,MG,5109,10.04,513,11,0.22,2.14,0,0
Malacacheta,MG,18602,6.44,1198,20,0.11,1.67,8,0
Mamonas,MG,6554,5.05,331,5,0.08,1.51,9,0
Manga,MG,18226,7.60,1386,15,0.08,1.08,5,0
Manhuaçu,MG,91169,6.63,6046,178,0.20,2.94,37,0
Manhumirim,MG,22802,7.17,1634,34,0.15,2.08,5,0
Mantena,MG,27647,10.96,3031,76,0.27,2.51,3,0
Mar de Espanha,MG,12901,8.52,1099,31,0.24,2.82,2,2
Maravilhas,MG,8046,5.51,443,4,0.05,0.90,0,0
Maria da Fé,MG,14056,6.37,896,35,0.25,3.90,0,0
Mariana,MG,61288,13.49,8265,87,0.14,1.05,150,0
Marilac,MG,4097,7.08,290,9,0.22,3.09,0,0
Maripá de Minas,MG,2987,9.94,297,8,0.27,2.68,1,0
Marliéria,MG,4034,8.57,346,15,0.37,4.32,2,0
Marmelópolis,MG,2728,4.69,128,2,0.07,1.55,0,0
Martinho Campos,MG,13443,7.89,1061,29,0.22,2.73,1,0
Martins Soares,MG,8531,3.43,293,10,0.12,3.40,0,0
Mata Verde,MG,8644,6.12,529,8,0.09,1.51,0,0
Materlândia,MG,4436,3.45,153,1,0.02,0.65,0,0
Mateus Leme,MG,31364,7.49,2348,73,0.23,3.11,0,0
Mathias Lobato,MG,3179,9.28,295,10,0.31,3.38,1,0
Matias Barbosa,MG,14548,11.66,1696,44,0.30,2.59,63,1
Matias Cardoso,MG,11260,2.21,249,8,0.07,3.20,1,0
Matipó,MG,19005,5.72,1087,23,0.12,2.11,0,0
Mato Verde,MG,12412,7.30,906,12,0.10,1.32,5,0
Matozinhos,MG,38151,8.42,3213,83,0.22,2.58,62,0
Matutina,MG,3741,4.14,155,5,0.13,3.21,0,0
Medeiros,MG,3832,5.50,211,2,0.05,0.94,0,0
Medina,MG,20759,4.91,1020,20,0.10,1.96,3,0
Mendes Pimentel,MG,6446,11.15,719,9,0.14,1.25,4,0
Mercês,MG,10758,4.32,465,17,0.16,3.65,0,0
Mesquita,MG,5546,7.08,393,3,0.05,0.76,0,0
Minas Novas,MG,31497,2.32,732,23,0.07,3.14,2,0
Minduri,MG,3893,4.47,174,6,0.15,3.43,0,0
Mirabela,MG,13620,4.47,609,12,0.09,1.97,16,0
Miradouro,MG,10787,6.89,743,10,0.09,1.34,0,1
Miravânia,MG,4914,0.20,10,1,0.02,9.09,0,1
Miraí,MG,15111,9.97,1506,15,0.10,1.00,0,0
Moeda,MG,4934,6.28,310,10,0.20,3.22,0,0
Moema,MG,7554,10.96,828,10,0.13,1.21,0,0
Monjolos,MG,2202,2.86,63,2,0.09,3.13,0,0
Monsenhor Paulo,MG,8727,5.00,436,5,0.06,1.14,11,0
Montalvânia,MG,14747,7.56,1115,18,0.12,1.61,4,0
Monte Alegre de Minas,MG,21236,7.38,1567,34,0.16,2.17,15,1
Monte Azul,MG,20696,5.80,1200,26,0.13,2.16,0,0
Monte Belo,MG,13152,7.67,1009,27,0.21,2.67,9,0
Monte Carmelo,MG,47931,9.05,4337,160,0.33,3.69,0,1
Monte Formoso,MG,4923,7.21,355,5,0.10,1.40,0,0
Monte Santo de Minas,MG,21513,5.52,1188,43,0.20,3.62,8,0
Monte Sião,MG,24029,10.11,2430,32,0.13,1.32,0,0
Montes Claros,MG,413487,8.89,36777,859,0.21,2.34,318,0
Montezuma,MG,8315,1.37,114,4,0.05,3.48,0,0
Morada Nova de Minas,MG,8910,6.41,571,12,0.13,2.10,0,0
Morro da Garça,MG,2437,4.47,109,9,0.37,8.18,0,0
Morro do Pilar,MG,3153,5.04,159,4,0.13,2.50,0,0
Munhoz,MG,5994,8.97,538,10,0.17,1.86,9,0
Muriaé,MG,109392,9.20,10060,256,0.23,2.54,116,4
Mutum,MG,26961,6.65,1792,28,0.10,1.56,0,0
Muzambinho,MG,20545,7.22,1483,25,0.12,1.68,60,0
Mário Campos,MG,15619,7.10,1109,44,0.28,3.96,6,0
Nacip Raydan,MG,3220,5.34,172,6,0.19,3.47,0,0
Nanuque,MG,40665,9.69,3942,117,0.29,2.97,16,0
Naque,MG,7051,7.66,540,18,0.26,3.33,0,0
Natalândia,MG,3308,5.32,176,5,0.15,2.82,0,0
Natércia,MG,4728,7.34,347,7,0.15,2.01,0,0
Nazareno,MG,8660,4.71,408,8,0.09,1.96,3,0
Nepomuceno,MG,26826,7.24,1942,34,0.13,1.75,5,1
Ninheira,MG,10326,2.52,260,4,0.04,1.53,0,0
Nova Belém,MG,3128,12.21,382,11,0.35,2.87,0,0
Nova Era,MG,17551,10.22,1794,43,0.24,2.40,4,0
Nova Lima,MG,96157,16.71,16068,194,0.20,1.21,0,2
Nova Módica,MG,3573,12.06,431,16,0.45,3.70,0,0
Nova Ponte,MG,15800,10.47,1655,22,0.14,1.33,0,0
Nova Porteirinha,MG,7497,5.12,384,3,0.04,0.78,5,0
Nova Resende,MG,16832,7.53,1268,22,0.13,1.73,13,0
Nova Serrana,MG,105520,4.49,4741,154,0.15,3.25,114,8
Nova União,MG,5732,4.57,262,5,0.09,1.90,0,0
Novo Cruzeiro,MG,31335,4.89,1532,31,0.10,2.02,0,0
Novo Oriente de Minas,MG,10778,4.99,538,16,0.15,2.97,2,0
Novorizonte,MG,5324,1.82,97,3,0.06,3.06,2,0
Olaria,MG,1720,3.43,59,1,0.06,1.67,3,0
Olhos-d'Água,MG,6171,1.98,122,5,0.08,4.07,0,0
Oliveira,MG,41840,9.98,4174,57,0.14,1.37,27,0
Oliveira Fortes,MG,2130,4.08,87,2,0.09,2.27,0,0
Olímpio Noronha,MG,2809,5.73,161,3,0.11,1.85,1,0
Onça de Pitangui,MG,3152,4.57,144,5,0.16,3.45,0,0
Oratórios,MG,4663,6.73,314,11,0.24,3.49,1,0
Orizânia,MG,8079,3.71,300,10,0.12,3.32,29,0
Ouro Branco,MG,39867,10.06,4010,43,0.11,1.07,20,1
Ouro Fino,MG,33791,6.51,2200,58,0.17,2.64,29,0
Ouro Preto,MG,74558,6.89,5134,103,0.14,2.01,28,0
Ouro Verde de Minas,MG,5914,5.43,321,9,0.15,2.80,0,0
Padre Carvalho,MG,6423,4.06,261,3,0.05,1.15,1,0
Padre Paraíso,MG,20252,5.08,1029,26,0.13,2.52,7,0
Pai Pedro,MG,6094,2.25,137,2,0.03,1.45,0,0
Paineiras,MG,4462,3.94,176,2,0.04,1.13,0,0
Pains,MG,8296,7.33,608,6,0.07,0.99,2,0
Paiva,MG,1523,3.94,60,3,0.20,4.92,1,0
Palma,MG,6611,5.52,365,11,0.17,3.01,5,0
Palmópolis,MG,5349,6.95,372,11,0.21,2.95,0,0
Papagaios,MG,15800,9.25,1462,8,0.05,0.55,0,1
Paracatu,MG,93862,9.67,9081,218,0.23,2.40,93,0
Paraguaçu,MG,21605,7.54,1630,28,0.13,1.72,21,0
Paraisópolis,MG,21221,6.37,1351,44,0.21,3.25,19,1
Paraopeba,MG,24700,6.93,1711,20,0.08,1.17,20,0
Pará de Minas,MG,94808,5.56,5274,191,0.20,3.62,38,2
Passa Quatro,MG,16393,9.56,1568,36,0.22,2.29,6,0
Passa Tempo,MG,8057,11.48,925,4,0.05,0.43,0,0
Passa Vinte,MG,2031,5.27,107,3,0.15,2.78,0,0
Passabém,MG,1633,5.51,90,3,0.18,3.30,0,0
Passos,MG,115337,7.61,8780,252,0.22,2.87,72,1
Patis,MG,6002,3.96,238,0,0.00,0.00,0,0
Patos de Minas,MG,153585,9.53,14633,432,0.28,2.95,14,4
Patrocínio,MG,91449,8.98,8215,219,0.24,2.67,37,0
Patrocínio do Muriaé,MG,5715,6.46,369,6,0.10,1.62,5,1
Paula Cândido,MG,9584,3.64,349,4,0.04,1.14,0,0
Paulistas,MG,4812,3.62,174,2,0.04,1.14,1,0
Pavão,MG,8419,4.96,418,9,0.11,2.15,8,2
Pedra Azul,MG,24329,5.50,1338,33,0.14,2.46,6,0
Pedra Bonita,MG,7128,4.98,355,7,0.10,1.97,1,0
Pedra Dourada,MG,2532,6.28,159,1,0.04,0.63,0,0
